Unnamed: 0,Issuer.Ticker,Issuer.Name,Sales...1.Yr.Growth,Profit.Margin,Return.on.Assets,Offer.Size..M.,Shares.Outstanding..M.,Offer.Price,Offer.To.1st.Close,Market.Cap.at.Offer..M.,Trade.Date..US.,cusip,Cash.Flow.per.Share,Instit.Owner....Shares.Out.,Instit.Owner..Shares.Held.,Month.Date,Month.of.Quarter,Real.GDP.Per.Capita,OECD.Leading.Indicator,Interest.Rate,Seasonally.Adjusted.Unemployment.Rate,CPI.Growth.Rate,Filing.Term.Price.Range,Priced.Range,Industry.Sector,Industry.Group,Industry.Subgroup,Underpriced,price_1yr,X1_year_return,X1_year_up,actual_date_1yr,days_from_ipo,status,1_Year_excess_return,1_day_excess_return
555,NMRK,Newmark Group Inc,52.5,25.8,4.4,322.0,138.594,14.0,-0.357142866,1940.32,12/15/17,65158N102,-0.2,77.0286,115970000.0,12/1/17,10/1/17,55877,100.3962325,2.0,4.150219646,-0.058783228,14 - 15,Priced Within Range,3,34,130,0,7.98,-43.0,0,2018-12-17,367,success,-40.1649666333809,-1.25457722372325
556,NNI,Nelnet Inc,-13.2,26.2,2.1,180.323,39.015,21.0,3.809523821,819.32,12/11/03,64031N108,14.1,67.1787,17760100.0,12/1/03,10/1/03,48450,100.6010521,2.0,5.783101078,-0.108401084,18 - 20,Priced Above Range,3,26,152,1,19.6,-6.66,0,2004-12-10,365,success,-17.6783841914442,2.66133332599157
557,NODK,NI Holdings Inc,5.7,2.6,-6.1,103.5,23.0,10.0,47.5,230.0,3/16/17,65342T106,1.3,25.3002,5344010.0,3/1/17,1/1/17,54866,99.85631202,1.5,4.473768194,0.081279787,10-Oct,Priced Within Range,3,18,25,1,17.24,72.4,1,2018-03-16,365,success,56.9425713206128,47.6626710288913
558,NOW,ServiceNow Inc,30.4,3.9,1.9,241.155,121.64,18.0,36.66666794,2189.52,6/29/12,81762P102,11.0,93.5839,189040000.0,6/1/12,4/1/12,51702,99.73298716,0.75,8.221798163,-0.146639688,15 - 17,Priced Above Range,1,5,5,1,40.79,126.61,1,2013-07-01,367,success,108.05124620529,34.1746440710336
559,NREF,Nexpoint Real Estate Finance I,95.6,33.8,0.3,101.65,5.35,19.0,-1.052631617,101.65,2/7/20,65342V101,7.4,75.4311,11299400.0,2/1/20,1/1/20,57279,99.15001442,2.25,3.567732608,0.274061813,19 - 21,Priced Within Range,3,3,6,0,9.5,-50.01,0,2021-02-08,367,success,-66.3584809486376,-0.512546260420211
560,NRIX,Nurix Therapeutics Inc,66.9,-393.9,-35.9,209.0,37.038,19.0,0.052631579,703.722,7/24/20,67080M103,-1.9,106.468,50197100.0,7/1/20,7/1/20,56484,97.81746245,0.25,9.875006693,0.50582435,17 - 18,Priced Above Range,0,21,29,1,29.41,54.79,1,2021-07-26,367,success,18.9696432142436,0.671671575314674
561,NRP,Natural Resource Partners LP,50.5,56.0,28.6,90.0,11.3537,20.0,-3.0,227.07,10/11/02,63900P608,9.8,35.2014,4402290.0,10/1/02,10/1/02,46883,98.30208375,1.25,5.783866299,0.165745856,19 - 21,Priced Within Range,2,35,62,0,33.46,67.29,1,2003-10-13,367,success,42.9388566151455,-6.90586439793796
562,NSA,National Storage Affiliates Tr,35.5,17.9,1.8,299.0,0.0,13.0,0.0,0.0,4/23/15,637870106,4.0,88.7978,80686400.0,4/1/15,4/1/15,54021,100.329222,0.75,5.52420878,0.203287325,15 - 17,Priced Below Range,3,3,150,0,12.98,-0.12,0,2016-04-22,365,success,0.378361532984326,-0.235771603443657
563,NSM,Nationstar Mortgage Holdings I,4.6,6.8,1.5,268.334,89.1666,14.0,1.428571463,1248.33,3/8/12,63861C109,4.5,0.233921,229659.0,3/1/12,1/1/12,51559,99.92363477,0.75,8.317498152,0.759455862,17 - 19,Priced Below Range,3,26,170,1,39.39,181.36,1,2013-03-08,365,success,167.79614766798,0.44677829332978
564,NTGR,NETGEAR Inc,-6.9,4.2,-6.0,112.7,27.2285,14.0,26.3571434,381.2,7/31/03,64111Q104,-0.1,92.1228,26622700.0,7/1/03,7/1/03,48012,98.90589371,2.0,6.179810938,0.108873163,12-Oct,Priced Above Range,4,23,77,1,7.1,-49.31,0,2004-07-30,365,success,-60.4297561033287,26.0715701356646
565,NTLA,Intellia Therapeutics Inc,-43.0,-810.4,-36.5,124.2,35.9963,18.0,22.77777863,647.933,5/6/16,45826J105,-3.1,93.2863,73401400.0,5/1/16,4/1/16,54334,99.17131936,1.0,4.882282302,0.4045791,16 - 18,Priced Within Range,0,21,29,1,13.46,-25.22,0,2017-05-08,367,success,-41.3773905659512,22.4603147105493
566,NTNX,Nutanix Inc,13.3,-50.4,-34.3,273.608,17.1005,16.0,131.25,2232.06,9/30/16,67059N108,0.3,78.9571,181669000.0,9/1/16,7/1/16,54549,99.32291136,1.0,5.067702195,0.240399586,13 - 15,Priced Above Range,1,5,82,1,23.51,46.94,1,2017-10-02,367,success,31.1767400809241,130.453203063866
567,NTRA,Natera Inc,59.9,-75.4,-47.0,196.2,49.3273,18.0,26.33333397,887.891,7/2/15,632307104,-3.7,94.4289,102959000.0,7/1/15,7/1/15,54081,99.98278579,0.75,5.338603251,0.006704716,17 - 18,Priced Within Range,0,22,112,1,12.28,-31.78,0,2016-07-01,365,success,-31.4906092645308,26.3641362643856
568,NTST,NETSTREIT Corp,75.3,5.1,0.6,250.862,25.7344,18.0,-1.388888836,463.219,8/13/20,64119V303,0.8,157.696,86537600.0,8/1/20,7/1/20,56484,98.41453353,0.25,8.302616451,0.315321052,19 - 21,Priced Below Range,3,3,120,0,21.41,18.93,1,2021-08-13,365,success,-12.7582296519565,-1.18417140143326
569,NVST,Envista Holdings Corp,30.0,13.5,3.9,677.23,158.651,22.0,27.04545403,3490.33,9/18/19,29415F104,2.2,132.972,216805000.0,9/1/19,7/1/19,57845,99.2709694,2.5,3.572134909,0.078344858,21 - 24,Priced Within Range,0,22,61,1,25.64,16.55,1,2020-09-17,365,success,3.43043244242372,27.0111848408996
570,NXST,Nexstar Media Group Inc,3.2,17.9,7.8,140.0,10.11,14.0,-5.357142925,141.54,11/24/03,65336K103,28.8,104.061,39239700.0,11/1/03,10/1/03,48450,100.3145817,2.0,5.962766689,-0.27027027,14 - 16,Priced Within Range,4,6,7,0,6.24,-55.4,0,2004-11-23,365,success,-67.2964374605004,-6.97988522943984
571,NYMT,New York Mortgage Trust Inc,2328.3,51.0,-3.8,135.0,18.1621,9.0,-0.666666687,163.46,6/24/04,649604501,0.3,58.1947,215939000.0,6/1/04,4/1/04,48905,100.8993806,2.25,5.646463306,0.317292438,11-Sep,Priced Within Range,3,3,6,0,29.12,223.51,1,2005-06-24,365,success,217.113650597039,-0.368602352599539
572,OCSL,Oaktree Specialty Lending Corp,46.2,113.3,2.0,141.2,22.6143,14.12,-14.16430569,319.31,6/12/08,67401P108,0.1,46.1315,84593300.0,6/1/08,4/1/08,51923,100.2237391,2.25,5.632467538,1.007699693,14.12 - 15.12,Priced Within Range,3,24,37,0,5.15,-63.49,0,2009-06-12,365,success,-33.5826230085479,-14.4922755761689
573,OCUL,Ocular Therapeutix Inc,150.0,-15.0,-31.5,74.75,21.3195,13.0,1.153846145,277.15,7/25/14,67576A100,-0.8,57.3768,44186100.0,7/1/14,7/1/14,53340,100.8354317,0.75,6.275748001,-0.039019396,14 - 16,Priced Below Range,0,13,15,1,25.48,96.0,1,2015-07-27,367,success,89.7417259860381,1.63876118926519
574,OESX,Orion Energy Systems Inc,6.4,4.9,0.8,115.0,26.5531,13.0,64.69230652,345.19,12/19/07,686275108,-0.003643,56.9333,18209900.0,12/1/07,10/1/07,52066,101.4058565,4.75,5.050630757,-0.067086313,14-Dec,Priced Within Range,8,52,227,1,43.5,234.62,1,2008-12-18,365,success,271.772099607708,64.8283894920832
575,OFS,OFS Capital Corp,5.0,119.0,1.3,100.0,9.5787,15.0,-4.333333492,143.68,11/8/12,67103B100,-0.9,40.1028,5370990.0,11/1/12,10/1/12,51634,99.80309801,0.75,7.867321051,-0.473808669,15 - 15,Priced Within Range,3,24,37,0,2.85,-81.01,0,2013-11-08,365,success,-100.0,-3.11284926820706
576,OIS,Oil States International Inc,-10.1,-11.1,-3.0,92.2442,48.1564,9.0,1.666666627,433.41,2/9/01,678026105,0.1,89.3686,57108400.0,2/1/01,1/1/01,46519,98.64165939,5.0,4.264060336,0.399771559,10-Sep,Priced Within Range,2,29,46,1,4.57,-49.21,0,2002-02-11,367,success,-34.2833214801688,3.00022148980002
577,OKTA,Okta Inc,55.6,-65.2,-10.1,215.05,12.65,17.0,38.29411697,187.0,4/7/17,679295105,0.7,89.4754,135872000.0,4/1/17,4/1/17,55057,99.87725138,1.5,4.433586626,0.296553337,15 - 17,Priced Within Range,4,8,116,1,38.66,127.41,1,2018-04-09,367,success,116.842150255205,38.3768299829193
578,OLLI,Ollie's Bargain Outlet Holding,-3.0,8.9,4.6,164.221,58.4632,16.0,32.1875,935.411,7/16/15,681116109,0.7,138.291,86556300.0,7/1/15,7/1/15,54081,99.98278579,0.75,5.338603251,0.006704716,13 - 15,Priced Above Range,5,17,113,1,24.76,54.75,1,2016-07-15,365,success,53.4253271689187,31.3860319452672
579,OMCL,Omnicell Inc,26.8,6.8,2.2,48.3,20.6832,7.0,35.8571434,144.78,8/7/01,68213N109,5.3,113.765,50795800.0,8/1/01,7/1/01,46390,98.27919277,3.16,4.983653131,0.0,9-Jul,Priced Within Range,0,22,61,1,6.33,-9.57,0,2002-08-07,365,success,14.9866259968789,35.5306036771135
580,OMF,OneMain Holdings Inc,0.8,26.4,4.3,411.432,114.788,17.0,13.29411793,1951.4,10/16/13,68268W103,16.9,96.9454,118479000.0,10/1/13,10/1/13,52544,100.65078,0.75,7.416395048,-0.257528326,15 - 17,Priced Within Range,3,26,152,1,15.97,-6.04,0,2014-10-16,365,success,-15.1109427874073,11.9113647184424
581,ON,ON Semiconductor Corp,28.2,14.9,17.2,552.0,171.167,16.0,37.109375,2738.67,4/28/00,682189105,4.1,116.832,505209000.0,4/1/00,4/1/00,46704,100.9656912,5.5,3.86810754,0.058411215,15 - 17,Priced Within Range,1,4,4,1,5.9,-63.12,0,2001-04-30,367,success,-48.116865535805,37.9619805774277
582,ONEW,OneWater Marine Inc,20.0,6.4,13.0,63.6924,6.0879,12.0,26.16666603,73.0548,2/7/20,68280L101,14.3,65.0045,9238190.0,2/1/20,1/1/20,57279,99.15001442,2.25,3.567732608,0.274061813,14-Dec,Priced Within Range,5,17,181,1,33.42,178.51,1,2021-02-08,367,success,162.161519051362,26.7067513865798
583,OOMA,Ooma Inc,13.8,-0.9,-0.7,65.0,16.829,13.0,-15.76923084,218.777,7/17/15,683416101,0.2,86.361,20985700.0,7/1/15,7/1/15,54081,99.98278579,0.75,5.338603251,0.006704716,16 - 18,Priced Below Range,4,23,143,0,8.47,-34.85,0,2016-07-18,367,success,-36.5950113261841,-15.8798491622092
584,OPBK,OP Bancorp,24.4,37.4,1.8,25.3,15.4905,11.0,8.181818008,170.395,3/28/18,67109R109,9.8,54.8454,8336410.0,3/1/18,1/1/18,56195,100.6306862,2.25,4.075548902,0.22611259,9.50 - 11.50,Priced Within Range,3,9,70,1,6.85,-37.7,0,2019-03-28,365,success,-45.3917511324376,8.47348371746985
585,OPI,Office Properties Income Trust,-1.9,-1.4,0.1,230.0,21.45,20.0,-2.650000095,429.0,6/3/09,67623C109,4.6,83.1111,40363800.0,6/1/09,4/1/09,49408,96.31575597,0.5,9.523413945,0.858989226,20 - 22,Priced Within Range,3,3,157,0,28.46,42.28,1,2010-06-03,365,success,27.3673669465783,-1.27607917129145
586,OPRT,Oportun Financial Corp,46.9,8.2,-1.8,107.812,26.8932,15.0,7.800000191,403.398,9/26/19,68376D104,5.8,99.495,33025100.0,9/1/19,7/1/19,57845,99.2709694,2.5,3.572134909,0.078344858,15 - 17,Priced Within Range,3,26,152,1,11.22,-25.2,0,2020-09-25,365,success,-33.9082903396438,8.04289183170184
587,ORA,Ormat Technologies Inc,-5.9,9.3,1.5,107.812,31.5625,15.0,4.466666698,473.44,11/11/04,686688102,4.6,102.011,57175100.0,11/1/04,10/1/04,49623,100.5102549,3.0,5.46304261,0.052383447,15 - 17,Priced Within Range,7,39,155,1,19.18,27.85,1,2005-11-11,365,success,24.0058793700085,3.55774462398166
588,OSS,One Stop Systems Inc,19.4,3.7,2.6,19.5,11.5189,5.0,-2.400000095,57.5945,2/1/18,68247W109,0.3,34.6226,6935760.0,2/1/18,1/1/18,56195,100.5687191,2.0,4.155353875,0.453468997,8-Jun,Priced Below Range,1,1,193,0,2.43,-51.4,0,2019-02-01,365,success,-47.2227952418004,-2.33519123881766
589,OTTW,Ottawa Bancorp Inc,-1.8,20.9,0.9,23.84,0.0,10.0,13.24553299,0.0,10/12/16,689195105,1.0,9.43858,294581.0,10/1/16,10/1/16,54714,99.43029734,1.0,4.98714224,0.124674851,10-Oct,Priced Within Range,3,20,110,1,10.48,4.81,1,2017-10-12,365,success,-14.4244718106677,13.1308740474601
590,OUT,Outfront Media Inc,18.4,2.4,2.7,644.0,123.0,28.0,5.357142925,3444.0,3/28/14,69007J106,0.6,123.346,202477000.0,3/1/14,1/1/14,52266,100.6756095,0.75,6.763461499,0.644004413,26 - 28,Priced Within Range,3,3,50,1,16.66,-40.51,0,2015-03-30,367,success,-51.1973261234465,4.89312073948582
591,OVID,Ovid therapeutics Inc,1551.5,58.9,-34.4,75.0,24.6019,15.0,-18.33333397,369.029,5/5/17,690469101,1.7,59.3359,41812200.0,5/1/17,4/1/17,55057,99.9020738,1.5,4.399948582,0.085472183,15 - 17,Priced Within Range,0,21,29,0,8.97,-40.2,0,2018-05-07,367,success,-49.8045053851032,-18.7422034884902
592,OXSQ,Oxford Square Capital Corp,3.4,106.4,-9.2,149.999,8.69565,15.0,0.0,130.43,11/21/03,69181V107,-2.1,5.12463,2552880.0,11/1/03,10/1/03,48450,100.3145817,2.0,5.962766689,-0.27027027,15 - 15,Priced Within Range,3,24,37,0,0.92,-93.85,0,2004-11-22,367,success,-100.0,-0.157694090084015
593,P,Pandora Media LLC,5.9,-35.3,-28.4,240.544,160.078,16.0,8.875,2561.25,6/15/11,698354107,-0.8,1.53069,4154190.0,6/1/11,4/1/11,50897,99.76797113,0.75,9.175962174,-0.107096706,12-Oct,Priced Above Range,4,8,167,1,10.42,-34.87,0,2012-06-14,365,success,-39.5135181960813,10.6181845673212
594,PACB,Pacific Biosciences of Califor,65.4,-138.8,-15.5,230.0,51.9885,16.0,2.75,831.82,10/27/10,69404D108,-0.5,119.257,269652000.0,10/1/10,10/1/10,50859,99.75772772,0.75,9.681642739,0.124519889,15 - 17,Priced Within Range,0,22,32,1,4.07,-74.56,0,2011-10-27,365,success,-80.6270635521892,3.01905839543547
595,PAGP,Plains GP Holdings LP,80.6,0.1,0.7,2912.41,132.382,22.0,0.0,2912.4,10/16/13,72651A207,10.2,102.433,199014000.0,10/1/13,10/1/13,52544,100.65078,0.75,7.416395048,-0.257528326,22 - 25,Priced Within Range,2,2,2,0,33.96,54.36,1,2014-10-16,365,success,45.2890572125927,-1.38275321155763
596,PAHC,Phibro Animal Health Corp,13.0,5.2,5.5,219.858,16.4626,15.0,13.33333302,246.94,4/11/14,71742Q106,0.7,109.903,22351600.0,4/1/14,4/1/14,52840,100.7244786,0.75,6.336592395,0.329675445,16 - 18,Priced Below Range,0,13,15,1,27.41,82.76,1,2015-04-13,367,success,66.9880275099018,14.2820104054615
597,PANW,Palo Alto Networks Inc,29.2,-4.8,-2.3,299.46,67.5314,42.0,26.5,2836.32,7/20/12,697435105,6.7,91.9943,276347000.0,7/1/12,7/1/12,51684,99.65778342,0.75,8.233350624,-0.162978586,38 - 40,Priced Above Range,4,8,204,1,8.26,-80.34,0,2013-07-22,367,success,-100.0,27.50616602127
598,PAYC,Paycom Software Inc,25.4,18.5,6.6,114.626,50.811,15.0,2.333333254,762.16,4/15/14,70432V102,5.5,85.3826,51246900.0,4/1/14,4/1/14,52840,100.7244786,0.75,6.336592395,0.329675445,18 - 22,Priced Below Range,1,5,81,1,30.55,103.69,1,2015-04-15,365,success,89.9698233977561,1.65760248112323
599,PBF,PBF Energy Inc,80.3,0.8,19.1,612.95,23.5677,26.0,0.961538434,612.76,12/13/12,69318G106,3.9,106.821,130877000.0,12/1/12,10/1/12,51634,99.9128809,0.75,8.062128282,-0.269306449,25 - 27,Priced Within Range,2,28,68,1,20.68,-20.46,0,2013-12-13,365,success,-46.0170842596056,1.59368092996973
600,PBFS,Pioneer Bancorp Inc/NY,-2.9,18.2,0.5,111.704,22.5893,10.0,47.5,225.893,7/18/19,723561106,1.9,21.9556,5703550.0,7/1/19,7/1/19,57845,99.35534623,3.0,3.786645109,0.167094162,10-Oct,Priced Within Range,3,9,121,1,8.86,-11.4,0,2020-07-17,365,success,-19.12759410277,47.1418002399329
601,PBH,Prestige Consumer Healthcare I,15.2,18.9,5.6,515.2,50.0,16.0,10.9375,800.0,2/10/05,74112D101,5.1,107.249,53115900.0,2/1/05,1/1/05,50068,100.4087346,3.5,5.435789926,0.576822234,14 - 16,Priced Within Range,0,13,15,1,10.97,-31.44,0,2006-02-10,365,success,-37.1742890557782,10.5163538459119
602,PBPB,Potbelly Corp,30.4,-6.2,-5.0,120.75,29.1315,14.0,119.7857132,407.84,10/4/13,73754Y100,-0.1,58.4962,16854100.0,10/1/13,10/1/13,52544,100.65078,0.75,7.416395048,-0.257528326,13-Dec,Priced Above Range,5,17,33,1,11.62,-17.0,0,2014-10-06,367,success,-32.1239304347826,119.080390754705
603,PBSK,Poage Bankshares Inc,-2.0,-15.2,-0.5,33.7238,0.0,10.0,11.30000019,0.0,9/13/11,730206109,1.4,12.7076,444416.0,9/1/11,7/1/11,50769,99.17583216,0.75,9.20166785,0.151846212,10-Oct,Priced Within Range,3,20,195,1,11.23,12.29,1,2012-09-12,365,success,-9.55470248981005,10.3879939592964
604,PCB,PCB Bancorp,9.1,41.9,1.6,50.164,15.9444,20.0,2.75,318.888,8/10/18,69320M109,-0.1,48.1293,7123200.0,8/1/18,7/1/18,56831,100.5227439,2.5,3.835982303,0.055554233,20 - 22,Priced Within Range,3,9,70,1,12.92,-35.42,0,2019-08-12,367,success,-38.4331110277204,3.46138879740945
605,PCRX,Pacira BioSciences Inc,26.0,7.7,1.3,42.0,17.2329,7.0,0.285714299,120.63,2/3/11,695127100,2.8,130.888,60054300.0,2/1/11,1/1/11,50646,100.3052137,0.75,9.152159044,0.493136503,7-Jul,Priced Within Range,0,13,15,1,10.72,53.14,1,2012-02-03,365,success,51.8401767032394,0.0502943369034053
606,PCTY,Paylocity Holding Corp,34.1,10.6,2.6,137.729,49.2876,17.0,41.41176605,837.89,3/19/14,70438V106,2.8,77.3612,43070000.0,3/1/14,1/1/14,52266,100.6756095,0.75,6.763461499,0.644004413,14 - 16,Priced Above Range,0,7,73,1,31.88,87.53,1,2015-03-19,365,success,76.0557174876452,42.0249309585325
607,PD,PagerDuty Inc,31.7,-38.1,-16.1,250.332,74.9715,24.0,59.375,1799.32,4/11/19,69553P100,-0.0712426,104.03,92750600.0,4/1/19,4/1/19,57418,99.58445085,3.0,3.5977807,0.529500161,21 - 23,Priced Above Range,1,5,81,1,19.12,-20.33,0,2020-04-13,368,success,-15.5403615685573,59.371187707906
608,PDFS,PDF Solutions Inc,26.1,-19.3,-5.6,62.1,22.2066,12.0,26.25,266.48,7/27/01,693282105,0.1,73.3396,27416500.0,7/1/01,7/1/01,46390,98.33481161,3.25,4.607434342,-0.280898876,13-Nov,Priced Within Range,1,5,5,1,6.0,-50.0,0,2002-07-29,367,success,-25.6016682361298,26.0097622579641
609,PDM,Piedmont Office Realty Trust I,-1.1,-0.2,0.9,200.1,53.5292,14.5,7.586206913,776.17,2/10/10,720190206,1.9,90.7375,111966000.0,2/1/10,1/1/10,50036,99.50065669,0.75,9.926923507,0.024920738,16 - 18,Priced Below Range,3,3,157,1,9.13,-37.06,0,2011-02-10,365,success,-60.5515265768608,7.80946429776147
610,PEB,Pebblebrook Hotel Trust,65.5,-25.2,-1.4,402.5,20.275,20.0,2.25,405.5,12/9/09,70509V100,0.5,124.396,163546000.0,12/1/09,10/1/09,49886,98.94790322,0.5,10.0976818,-0.176119817,20 - 20,Priced Within Range,3,3,63,1,13.8,-30.99,0,2010-12-09,365,success,-42.6511209191979,1.88276276932158
611,PEN,Penumbra Inc,33.4,0.7,-2.6,138.0,30.6386,30.0,37.66666794,901.158,9/18/15,70975L107,0.2,101.649,38604800.0,9/1/15,7/1/15,54081,99.65397112,0.75,5.114117614,-0.155675658,25 - 28,Priced Above Range,0,22,61,1,74.16,147.2,1,2016-09-19,367,success,137.535695663634,39.2830845208484
612,PF,Pinnacle Foods Inc,0.5,16.9,9.3,667.0,117.171,20.0,11.05000019,2343.42,3/28/13,72348P104,3.5,0.801346,955522.0,3/1/13,1/1/13,51998,100.2801151,0.75,7.574579728,0.261450858,18 - 20,Priced Within Range,0,10,11,1,26.62,33.08,1,2014-03-28,365,success,15.0216304810483,10.6443332931538
613,PFG,Principal Financial Group Inc,-3.2,11.9,1.8,2127.5,360.0,18.5,13.51351357,6660.0,10/23/01,74251V102,11.9,88.5349,216630000.0,10/1/01,10/1/01,46400,98.29104909,2.02,5.413870464,-0.336511497,17 - 20,Priced Within Range,3,18,60,1,14.92,-19.36,0,2002-10-23,365,success,-2.30031477786359,13.9832809695097
614,PFGC,Performance Food Group Co,67.4,0.2,1.1,316.825,99.6563,19.0,1.052631617,1893.47,10/1/15,71377A103,1.8,105.025,163495000.0,10/1/15,10/1/15,54045,99.52145458,0.75,5.19705592,-0.044968375,22 - 25,Priced Below Range,0,10,95,1,24.8,30.53,1,2016-09-30,365,success,17.6623628016902,0.855243193758826
615,PFLT,PennantPark Floating Rate Capi,-13.4,68.3,1.7,102.75,6.8507,15.0,-10.66666698,102.76,4/8/11,70806A106,1.2,22.7045,10295500.0,4/1/11,4/1/11,50897,100.1934599,0.75,9.277005673,0.643942954,15 - 15,Priced Within Range,3,24,37,0,3.29,-78.08,0,2012-04-09,367,success,-83.3436266203878,-10.2662225918848
616,PGEM,Ply Gem Holdings Inc,7.5,3.3,5.3,381.316,67.1204,21.0,10.95238113,1409.53,5/23/13,72941W100,1.4,0.172148,118019.0,5/1/13,4/1/13,51982,100.4875479,0.75,7.705884828,0.178040777,18 - 20,Priced Above Range,8,47,209,1,12.05,-42.62,0,2014-05-23,365,success,-57.0107045435005,11.2447643764537
617,PGEN,Precigen Inc,0.6,-88.7,-25.3,183.998,96.7103,16.0,54.5625,1547.36,8/8/13,74017N105,-0.2,61.1535,127291000.0,8/1/13,7/1/13,52284,100.641767,0.75,7.391202966,0.120293156,14 - 16,Priced Within Range,0,21,29,1,21.7,35.65,1,2014-08-08,365,success,22.5270169530954,54.1739550231594
618,PGNY,Progyny Inc,45.1,13.1,9.9,149.5,82.1748,13.0,22.61538506,1068.27,10/25/19,7.43E+107,0.2,112.575,104563000.0,10/1/19,10/1/19,58017,99.278352,2.25,3.640738145,0.228619055,14 - 16,Priced Below Range,0,7,45,1,26.69,105.31,1,2020-10-26,367,success,91.0525043749871,22.2081150015948
619,PGRE,Paramount Group Inc,1.7,-2.8,0.0316394,2636.38,211.897,17.5,3.885714293,0.0,11/19/14,69924R108,1.1,68.208,149937000.0,11/1/14,10/1/14,53464,100.7732648,0.75,5.911112923,-0.539941794,16 - 19,Priced Within Range,3,3,157,1,13.54,-22.61,0,2015-11-19,365,success,-22.6939533964791,4.0358301876507
620,PHR,Phreesia Inc,43.4,-55.4,-36.9,192.265,35.5068,18.0,39.33333206,639.122,7/18/19,71944F106,-1.5,103.194,54209900.0,7/1/19,7/1/19,57845,99.35534623,3.0,3.786645109,0.167094162,15 - 17,Priced Above Range,1,5,5,1,29.17,62.06,1,2020-07-17,365,success,54.33240589723,38.9751322999329
621,PI,Impinj Inc,36.9,-26.9,-16.4,77.28,18.53,14.0,28.3571434,259.42,7/21/16,453204109,0.2,104.581,27102100.0,7/1/16,7/1/16,54549,99.20439166,1.0,4.892736309,-0.16181364,14-Dec,Priced Within Range,1,4,4,1,52.41,274.36,1,2017-07-21,365,success,260.10429873315,28.7183963073708
622,PINC,Premier Inc,-16.7,18.5,5.3,874.12,32.3748,27.0,13.51851845,874.12,9/26/13,74051N102,3.7,73.1922,86924600.0,9/1/13,7/1/13,52284,100.6503359,0.75,7.388513748,0.116300449,23 - 26,Priced Above Range,0,13,160,1,27.47,1.73,1,2014-09-26,365,success,-15.9090939522567,13.1699758877918
623,PINE,Alpine Income Property Trust I,56.5,33.0,6.7,142.5,7.883,19.0,0.0,149.777,11/22/19,02083X103,1.7,67.1352,7999450.0,11/1/19,10/1/19,58017,99.29162222,2.25,3.618104556,-0.053624303,19 - 21,Priced Within Range,3,3,230,0,11.24,-40.86,0,2020-11-23,367,success,-56.0219325557053,-0.217493569123572
624,PINS,Pinterest Inc,52.3,12.2,1.7,1638.75,86.25,19.0,28.42105293,1638.75,4/18/19,72352L106,1.1,93.6721,550371000.0,4/1/19,4/1/19,57418,99.58445085,3.0,3.5977807,0.529500161,15 - 17,Priced Above Range,4,8,167,1,17.45,-8.16,0,2020-04-17,365,success,-4.52905715441746,28.2631437063493
625,PKG,Packaging Corp of America,16.1,10.8,12.1,555.0,102.725,12.0,0.0,1232.7,1/27/00,695156109,11.6,100.832,93304100.0,1/1/00,1/1/00,45983,101.2149375,5.0,4.065654619,0.297088532,15-Dec,Priced Within Range,8,48,107,0,6.89,-42.59,0,2001-01-26,365,success,-40.1403368783106,0.393842783148279
626,PLAY,Dave & Buster's Entertainment,198.7,8.3,4.3,108.237,39.969,16.0,8.0,625.386,10/10/14,238337109,5.8,119.743,57759000.0,10/1/14,10/1/14,53464,100.8195993,0.75,5.895838862,-0.251227781,16 - 18,Priced Within Range,5,17,33,1,37.82,136.4,1,2015-10-12,367,success,130.770790621913,9.14510123101682
627,PLMR,Palomar Holdings Inc,47.0,18.5,4.7,84.375,22.625,15.0,26.60000038,339.375,4/17/19,69753M105,3.4,104.299,26317400.0,4/1/19,4/1/19,57418,99.58445085,3.0,3.5977807,0.529500161,15 - 17,Priced Within Range,3,18,25,1,55.24,268.27,1,2020-04-16,365,success,272.306954471827,26.8273815783875
628,PLNT,Planet Fitness Inc,44.3,7.2,2.9,248.4,37.2605,16.0,0.0,596.168,8/6/15,72703H101,2.2,117.125,97700200.0,8/1/15,7/1/15,54081,99.81653966,0.75,5.149624756,-0.141627628,14 - 16,Priced Within Range,5,12,140,0,18.06,12.87,1,2016-08-05,365,success,9.01938001650375,0.775298514064748
629,PLOW,Douglas Dynamics Inc,12.7,5.6,5.7,129.375,21.2604,11.25,0.355555564,239.18,5/5/10,25960R105,2.6,107.883,24690900.0,5/1/10,4/1/10,50424,99.71018858,0.75,9.847744849,0.077519735,11.25 - 11.75,Priced Within Range,5,38,154,1,7.96,-29.26,0,2011-05-05,365,success,-46.0157254957917,1.01421108190024
630,PLRX,Pliant Therapeutics Inc,-81.8,-1284.5,-36.9,165.6,35.5513,16.0,33.125,547.221,6/3/20,729139105,-2.1,93.6325,45654600.0,6/1/20,4/1/20,52394,96.38894556,0.25,10.71621054,0.547204693,14 - 16,Priced Within Range,0,21,29,1,31.07,94.19,1,2021-06-03,365,success,59.6330097452561,31.7601020808788
631,PLYM,Plymouth Industrial REIT Inc,28.0,-10.6,-1.3,58.14,3.7867,19.0,-3.210526228,71.9473,6/9/17,729640102,1.8,94.5448,40512000.0,6/1/17,4/1/17,55057,99.9382068,1.75,4.359433085,0.090711101,19 - 21,Priced Within Range,3,3,13,0,10.97,-42.28,0,2018-06-11,367,success,-56.204018069768,-3.12752732638439
